chemical_composition,casting_temp,cooling_water_temp,casting_speed,entry_temp,emulsion_temp,emulsion_pressure,emulsion_concentration,rod_quench_pressure,UTS,elongation,conductivity
0.9599697935598892,657.6200987604938,48.68684014931993,2.1825991133812943,433.4985396059637,79.62041914950956,0.7851943587656884,6.574483607819747,2.8796566307020592,130.64047679298818,11.18681645576222,47.22885032422898
1.0409201596232662,711.6911291824338,53.141757305576576,1.5265935309786385,469.9591233387572,35.2221515951864,0.9867920476463778,8.35047825081923,4.810734160851174,135.29893931198325,10.8093250934673,46.46210754781957
1.0579894200361368,650.4447312260766,56.49944559682875,2.4903377978445262,457.7813778715869,30.02025220344361,0.7784500703963735,9.028529679199725,4.945149869031451,132.66550292855143,12.051507161073214,47.576374141482816
0.9722967974620336,718.558291755107,46.86182937850225,2.6463710320058422,471.4793068621988,74.59169236685044,1.644531169726186,8.41831992835468,3.920918651258056,133.71251432934451,11.179489101500634,45.74448957023799
0.9491493983407642,678.6347946414809,47.27125472643476,2.6501293673870867,446.1157490149199,32.353429792454875,1.8782536884453804,8.84281413769814,2.744869012077789,132.72855836135685,9.83589788379328,45.7958079051337
0.9494362739876316,670.8205736904064,43.26667639237576,1.9480903313489508,484.69919686818025,27.03863347689577,0.6673289737007664,7.336012374975826,2.483653160366449,134.2040167093815,10.190540281575528,45.72675406527671
1.032426010829143,723.7649921344517,34.83267668665988,2.924803201660207,451.62201645955554,60.04439856547284,0.6819151595477715,5.86897643864542,4.578497417565956,137.29804620689848,9.596496313111746,45.36540641293347
0.9765675422668978,743.9411338437639,44.02012952824567,1.6058231801505047,491.924766921608,38.18018876698697,0.820093276698961,6.088991745224531,5.871559483586244,136.93943177425743,10.201865251036342,44.69766481346379
1.0253353359641235,694.6341538501268,55.536976659298574,2.767072840617645,415.7474650923226,59.65414805265501,1.2573628007899107,3.5005862139530373,3.185506923530646,134.8033065551757,10.530544191285175,46.315995214685465
1.0047152742524783,668.4634531304981,32.58147632706036,1.202029672052953,497.6712356602975,70.39758568102499,1.679552453460759,8.657476925982479,3.0996167280544418,132.1281967576759,11.07596169826743,46.05309891896837
1.0166753352157851,703.8057742510105,31.485719108494344,1.1023090161676317,417.3385867457045,65.37429442229983,1.8253763420852016,3.454254128975684,2.8313549858548024,135.40174514864765,10.607495608870789,45.70206449967827
1.0717843980584312,676.0401715312325,30.74654913464676,1.923683365024258,445.4731383694362,55.31386376895484,1.6594347001239595,5.100109871124992,2.5399660442248315,131.3595423768294,9.722329796627935,46.23014709216341
1.0137135665696764,672.5115212427927,22.871737983896885,2.16684150741092,412.5192766633891,69.75363653503346,1.5949750189745606,6.593919282392427,2.595530100111308,134.16409323149966,10.916483214378111,46.474077216905954
1.0989420481500731,672.8086039889937,24.781878094243087,2.516293251729381,490.1809920190691,67.11482270769292,0.7144461210316679,3.08074577859684,3.674801848522461,133.13499544540866,9.890637407749251,46.46348468116591
